	Getränk	Region	Bestellnummer	Rechnungsnummer	Kundennummer	Listenpreis	Rabatt in Prozent	Verkaufspreis	Rabatt Preis	Einkaufpreis	VK Peris in USD
242	Champagner	EU	7310.0	RE_2023_7310	205.0	242.81	0	242.81	0.0	182.11	261.17
8780	Whisky	EU	7854.0	RE_2023_7854	116.0	89.16	5	89.16	-4.459999999999994	66.87	91.1
7214	Wein	EU	6288.0	RE_2023_6288	183.0	204.29	0	204.29	0.0	153.22	219.73
8889	Whisky	USA	7963.0	RE_2023_7963	217.0	100.29	0	100.29	0.0	75.22	107.87
9395	Wein	Asien	8469.0	RE_2023_8469	256.0	157.13	0	157.13	0.0	117.85	169.01
1326	Whisky	EU	400.0	RE_2023_400	10.0	135.89	0	135.89	0.0	101.92	146.16
887	Wein	USA	9370.0	RE_2023_9370	3.0	216.07	0	216.07	0.0	162.05	232.4
654	Whisky	EU	5642.0	RE_2023_5642	169.0	172.03	0	172.03	0.0	129.02	185.04
977	Champagner	EU	51.0	RE_2023_51	247.0	215.89	0	215.89	0.0	161.92	232.21
1075	Champagner	EU	149.0	RE_2023_149	32.0	93.03	0	93.03	0.0	69.77	100.06
8138	Whisky	USA	7212.0	RE_2023_7212	235.0	184.53	5	184.53	-9.22999999999999	138.4	188.55
9882	Whisky	USA	8956.0	RE_2023_8956	104.0	170.54	0	170.54	0.0	127.9	183.43
10439	Champagner	EU	9513.0	RE_2023_9513	297.0	85.71	0	85.71	0.0	64.28	92.19
9393	Whisky	USA	8467.0	RE_2023_8467	239.0	150.57	0	150.57	0.0	112.93	161.95
280	Wein	EU	9020.0	RE_2023_9020	74.0	228.19	0	228.19	0.0	171.14	245.44
4892	Champagner	EU	3966.0	RE_2023_3966	3.0	114.43	0	114.43	0.0	85.82	123.08
516	Whisky	EU	3434.0	RE_2023_3434	171.0	215.44	0	215.44	0.0	161.58	231.73
6933	Whisky	EU	6007.0	RE_2023_6007	88.0	107.87	0	107.87	0.0	80.9	116.02
7959	Wein	EU	7033.0	RE_2023_7033	96.0	96.99	0	96.99	0.0	72.74	104.32
4797	Champagner	USA	3871.0	RE_2023_3871	21.0	135.64	0	135.64	0.0	101.73	145.89
7805	Champagner	EU	6879.0	RE_2023_6879	73.0	133.04	0	133.04	0.0	99.78	143.1
783	Wein	EU	7706.0	RE_2023_7706	72.0	201.02	5	201.02	-10.050000000000011	150.77	205.41
9299	Wein	USA	8373.0	RE_2023_8373	120.0	194.72	0	194.72	0.0	146.04	209.44
5445	Wein	EU	4519.0	RE_2023_4519	298.0	104.6	0	104.6	0.0	78.45	112.51
2219	Whisky	USA	1293.0	RE_2023_1293	266.0	164.37	0	164.37	0.0	123.28	176.8
1111	Rum	EU	185.0	RE_2023_185	102.0	123.14	0	123.14	0.0	92.36	132.45
8601	Wein	EU	7675.0	RE_2023_7675	107.0	110.42	0	110.42	0.0	82.82	118.77
1242	Whisky	EU	316.0	RE_2023_316	287.0	93.27	5	93.27	-4.659999999999997	69.95	95.31
2641	Champagner	EU	1715.0	RE_2023_1715	217.0	165.73	0	165.73	0.0	124.3	178.26
9541	Rum	Asien	8615.0	RE_2023_8615	32.0	84.75	0	84.75	0.0	63.56	91.16
312	Whisky	USA	170.0	RE_2023_170	282.0	160.35	0	160.35	0.0	120.26	172.47
342	Wein	USA	650.0	RE_2023_650	274.0	187.49	0	187.49	0.0	140.62	201.66
10081	Whisky	USA	9155.0	RE_2023_9155	70.0	124.83	5	124.83	-6.239999999999995	93.62	127.56
2949	Whisky	Asien	2023.0	RE_2023_2023	24.0	93.02	0	93.02	0.0	69.76	100.05
10117	Whisky	EU	9191.0	RE_2023_9191	107.0	145.86	0	145.86	0.0	109.4	156.89
1497	Whisky	EU	571.0	RE_2023_571	139.0	150.6	0	150.6	0.0	112.95	161.99
4300	Rum	EU	3374.0	RE_2023_3374	124.0	178.49	0	178.49	0.0	133.87	191.98
1665	Wein	EU	739.0	RE_2023_739	65.0	187.74	0	187.74	0.0	140.8	201.93
6212	Wein	EU	5286.0	RE_2023_5286	226.0	205.74	0	205.74	0.0	154.3	221.29
6723	Whisky	EU	5797.0	RE_2023_5797	117.0	83.5	0	83.5	0.0	62.62	89.81
8254	Whisky	Asien	7328.0	RE_2023_7328	133.0	173.96	0	173.96	0.0	130.47	187.11
3781	Whisky	EU	2855.0	RE_2023_2855	276.0	142.97	10	142.97	-14.300000000000011	107.23	138.4
9333	Whisky	EU	8407.0	RE_2023_8407	66.0	140.74	0	140.74	0.0	105.56	151.38
2552	Whisky	EU	1626.0	RE_2023_1626	124.0	152.85	0	152.85	0.0	114.64	164.41
9128	Champagner	EU	8202.0	RE_2023_8202	13.0	114.51	0	114.51	0.0	85.88	123.17
1734	Rum	USA	808.0	RE_2023_808	55.0	188.69	0	188.69	0.0	141.52	202.95
2367	Wein	EU	1441.0	RE_2023_1441	86.0	196.46	0	196.46	0.0	147.34	211.31
9439	Whisky	EU	8513.0	RE_2023_8513	95.0	129.08	0	129.08	0.0	96.81	138.84
2	Wein	Asien	10011.0	RE_2023_10011	9.0	198.32	NaN	198.32	-39.66	148.74	170.65
1042	Whisky	EU	116.0	RE_2023_116	222.0	193.34	5	193.34	-9.670000000000016	145.0	197.56
5584	Whisky	USA	4658.0	RE_2023_4658	268.0	195.57	0	195.57	0.0	146.68	210.36
2187	Rum	Asien	1261.0	RE_2023_1261	280.0	174.52	0	174.52	0.0	130.89	187.71
7065	Whisky	USA	6139.0	RE_2023_6139	220.0	130.57	0	130.57	0.0	97.93	140.44
1705	Wein	EU	779.0	RE_2023_779	6.0	212.43	0	212.43	0.0	159.32	228.49
3347	Whisky	EU	2421.0	RE_2023_2421	9.0	179.13	0	179.13	0.0	134.35	192.67
5820	Whisky	EU	4894.0	RE_2023_4894	241.0	152.89	0	152.89	0.0	114.67	164.45
5425	Whisky	EU	4499.0	RE_2023_4499	257.0	195.72	0	195.72	0.0	146.79	210.52
156	Whisky	EU	3440.0	RE_2023_3440	210.0	174.12	0	174.12	0.0	130.59	187.28
5106	Whisky	EU	4180.0	RE_2023_4180	174.0	221.06	0	221.06	0.0	165.8	237.77
6718	Whisky	Asien	5792.0	RE_2023_5792	191.0	176.11	0	176.11	0.0	132.08	189.42
3567	Whisky	EU	2641.0	RE_2023_2641	243.0	161.83	5	161.83	-8.090000000000003	121.37	165.36
5999	Whisky	EU	5073.0	RE_2023_5073	189.0	108.39	0	108.39	0.0	81.29	116.58
8543	Champagner	EU	7617.0	RE_2023_7617	233.0	187.35	0	187.35	0.0	140.51	201.51
7608	Rum	USA	6682.0	RE_2023_6682	108.0	81.45	0	81.45	0.0	61.09	87.61
9959	Whisky	Asien	9033.0	RE_2023_9033	51.0	208.03	0	208.03	0.0	156.02	223.76
10098	Champagner	Asien	9172.0	RE_2023_9172	211.0	80.14	0	80.14	0.0	60.1	86.2
2793	Wein	USA	1867.0	RE_2023_1867	170.0	180.36	5	180.36	-9.02000000000001	135.27	184.29
2371	Whisky	EU	1445.0	RE_2023_1445	131.0	135.72	0	135.72	0.0	101.79	145.98
8724	Whisky	Asien	7798.0	RE_2023_7798	203.0	212.83	0	212.83	0.0	159.62	228.92
7634	Wein	EU	6708.0	RE_2023_6708	248.0	226.66	0	226.66	0.0	170.0	243.8
169	Wein	EU	4025.0	RE_2023_4025	19.0	170.69	0	170.69	0.0	128.02	183.59
7422	Whisky	EU	6496.0	RE_2023_6496	97.0	180.97	0	180.97	0.0	135.73	194.65
4939	Champagner	USA	4013.0	RE_2023_4013	106.0	113.08	0	113.08	0.0	84.81	121.63
5281	Wein	EU	4355.0	RE_2023_4355	46.0	139.54	0	139.54	0.0	104.66	150.09
10248	Champagner	EU	9322.0	RE_2023_9322	68.0	102.16	0	102.16	0.0	76.62	109.88
7185	Wein	Asien	6259.0	RE_2023_6259	136.0	126.34	0	126.34	0.0	94.76	135.89
8086	Whisky	Asien	7160.0	RE_2023_7160	58.0	94.4	0	94.4	0.0	70.8	101.54
1933	Champagner	EU	1007.0	RE_2023_1007	178.0	100.08	5	100.08	-5.0	75.06	102.27
10023	Wein	Asien	9097.0	RE_2023_9097	19.0	179.17	5	179.17	-8.95999999999998	134.38	183.08
10701	Whisky	EU	9775.0	RE_2023_9775	246.0	85.58	0	85.58	0.0	64.18	92.05
1945	Wein	USA	1019.0	RE_2023_1019	90.0	224.77	5	224.77	-11.240000000000009	168.58	229.67
3498	Wein	EU	2572.0	RE_2023_2572	22.0	179.49	10	179.49	-17.950000000000017	134.62	173.75
4313	Champagner	USA	3387.0	RE_2023_3387	35.0	139.07	0	139.07	0.0	104.3	149.58
10856	Whisky	USA	9930.0	RE_2023_9930	154.0	205.77	0	205.77	0.0	154.33	221.33
5405	Wein	USA	4479.0	RE_2023_4479	196.0	124.11	0	124.11	0.0	93.08	133.49
5032	Champagner	Asien	4106.0	RE_2023_4106	284.0	154.29	0	154.29	0.0	115.72	165.95
8775	Whisky	EU	7849.0	RE_2023_7849	288.0	86.31	0	86.31	0.0	64.73	92.84
9724	Wein	USA	8798.0	RE_2023_8798	85.0	104.05	0	104.05	0.0	78.04	111.92
6344	Whisky	Asien	5418.0	RE_2023_5418	173.0	107.46	0	107.46	0.0	80.6	115.58
8579	Whisky	EU	7653.0	RE_2023_7653	145.0	191.1	0	191.1	0.0	143.32	205.55
6557	Whisky	EU	5631.0	RE_2023_5631	277.0	175.12	0	175.12	0.0	131.34	188.36
4937	Wein	EU	4011.0	RE_2023_4011	86.0	171.55	0	171.55	0.0	128.66	184.52
332	Wein	Asien	490.0	RE_2023_490	57.0	135.24	0	135.24	0.0	101.43	145.46
2683	Whisky	USA	1757.0	RE_2023_1757	252.0	193.19	0	193.19	0.0	144.89	207.8
1620	Whisky	USA	694.0	RE_2023_694	99.0	87.68	0	87.68	0.0	65.76	94.31
5905	Whisky	EU	4979.0	RE_2023_4979	266.0	183.7	0	183.7	0.0	137.77	197.59
2287	Wein	USA	1361.0	RE_2023_1361	177.0	112.04	0	112.04	0.0	84.03	120.51
1578	Whisky	EU	652.0	RE_2023_652	211.0	175.68	0	175.68	0.0	131.76	188.96
9192	Whisky	EU	8266.0	RE_2023_8266	178.0	94.35	0	94.35	0.0	70.76	101.48
3717	Whisky	Asien	2791.0	RE_2023_2791	298.0	106.62	0	106.62	0.0	79.96	114.68
5607	Whisky	EU	4681.0	RE_2023_4681	88.0	224.64	5	224.64	-11.22999999999999	168.48	229.54
7509	Champagner	USA	6583.0	RE_2023_6583	240.0	204.55	0	204.55	0.0	153.41	220.01
10390	Champagner	EU	9464.0	RE_2023_9464	241.0	102.8	0	102.8	0.0	77.1	110.57
7809	Whisky	EU	6883.0	RE_2023_6883	190.0	101.73	5	101.73	-5.090000000000003	76.3	103.95
8241	Wein	Asien	7315.0	RE_2023_7315	35.0	185.3	0	185.3	0.0	138.98	199.31
4481	Whisky	USA	3555.0	RE_2023_3555	32.0	109.31	0	109.31	0.0	81.98	117.57
3039	Whisky	USA	2113.0	RE_2023_2113	128.0	219.23	5	219.23	-10.95999999999998	164.42	224.02
8623	Rum	Asien	7697.0	RE_2023_7697	7.0	171.66	0	171.66	0.0	128.74	184.64
4523	Whisky	EU	3597.0	RE_2023_3597	76.0	167.59	0	167.59	0.0	125.69	180.26
1809	Rum	USA	883.0	RE_2023_883	164.0	187.18	0	187.18	0.0	140.38	201.33
1823	Wein	EU	897.0	RE_2023_897	260.0	225.08	0	225.08	0.0	168.81	242.1
2198	Whisky	EU	1272.0	RE_2023_1272	7.0	111.03	0	111.03	0.0	83.27	119.42
5451	Rum	EU	4525.0	RE_2023_4525	194.0	181.97	0	181.97	0.0	136.48	195.73
10030	Whisky	Asien	9104.0	RE_2023_9104	178.0	207.84	10	207.84	-20.78	155.88	201.2
5289	Whisky	EU	4363.0	RE_2023_4363	232.0	118.91	0	118.91	0.0	89.18	127.9
2860	Whisky	EU	1934.0	RE_2023_1934	177.0	106.79	0	106.79	0.0	80.09	114.86
3425	Whisky	USA	2499.0	RE_2023_2499	263.0	150.53	0	150.53	0.0	112.9	161.91
5477	Whisky	Asien	4551.0	RE_2023_4551	38.0	109.43	0	109.43	0.0	82.07	117.7
5589	Whisky	EU	4663.0	RE_2023_4663	8.0	169.98	0	169.98	0.0	127.48	182.83
7352	Whisky	Asien	6426.0	RE_2023_6426	25.0	169.59	0	169.59	0.0	127.19	182.41
7555	Whisky	EU	6629.0	RE_2023_6629	63.0	124.88	0	124.88	0.0	93.66	134.32
10776	Wein	EU	9850.0	RE_2023_9850	211.0	203.38	0	203.38	0.0	152.54	218.76
6800	Whisky	Asien	5874.0	RE_2023_5874	190.0	209.88	10	209.88	-20.99000000000001	157.41	203.17
8133	Whisky	EU	7207.0	RE_2023_7207	121.0	173.49	0	173.49	0.0	130.12	186.61
10533	Champagner	EU	9607.0	RE_2023_9607	190.0	98.53	5	98.53	-4.930000000000007	73.9	100.68
3552	Whisky	EU	2626.0	RE_2023_2626	155.0	208.8	0	208.8	0.0	156.6	224.59
9819	Wein	USA	8893.0	RE_2023_8893	148.0	145.63	0	145.63	0.0	109.22	156.64
5061	Whisky	Asien	4135.0	RE_2023_4135	64.0	226.25	0	226.25	0.0	169.69	243.35
4232	Whisky	USA	3306.0	RE_2023_3306	167.0	94.96	0	94.96	0.0	71.22	102.14
5173	Wein	EU	4247.0	RE_2023_4247	298.0	153.75	0	153.75	0.0	115.31	165.37
4285	Whisky	EU	3359.0	RE_2023_3359	276.0	108.81	0	108.81	0.0	81.61	117.04
10839	Whisky	USA	9913.0	RE_2023_9913	132.0	211.02	5	211.02	-10.550000000000011	158.27	215.63
2304	Wein	EU	1378.0	RE_2023_1378	11.0	115.13	0	115.13	0.0	86.35	123.83
7148	Whisky	EU	6222.0	RE_2023_6222	261.0	141.17	0	141.17	0.0	105.88	151.84
9341	Whisky	EU	8415.0	RE_2023_8415	218.0	138.91	0	138.91	0.0	104.18	149.41
10368	Whisky	EU	9442.0	RE_2023_9442	175.0	186.83	0	186.83	0.0	140.12	200.95
4783	Wein	EU	3857.0	RE_2023_3857	61.0	189.84	0	189.84	0.0	142.38	204.19
3510	Whisky	USA	2584.0	RE_2023_2584	107.0	138.53	0	138.53	0.0	103.9	149.0
5819	Whisky	EU	4893.0	RE_2023_4893	294.0	154.32	0	154.32	0.0	115.74	165.99
362	Whisky	EU	970.0	RE_2023_970	95.0	97.53	0	97.53	0.0	73.15	104.9
3225	Whisky	EU	2299.0	RE_2023_2299	12.0	195.86	0	195.86	0.0	146.9	210.67
10842	Rum	EU	9916.0	RE_2023_9916	61.0	129.19	0	129.19	0.0	96.89	138.96
10806	Whisky	Asien	9880.0	RE_2023_9880	8.0	171.96	0	171.96	0.0	128.97	184.96
834	Wein	EU	8522.0	RE_2023_8522	135.0	146.26	0	146.26	0.0	109.7	157.32
10925	Whisky	EU	9999.0	RE_2023_9999	141.0	113.73	10	113.73	-11.370000000000005	85.3	110.1
3312	Rum	USA	2386.0	RE_2023_2386	4.0	108.1	0	108.1	0.0	81.07	116.27
5114	Whisky	USA	4188.0	RE_2023_4188	268.0	219.5	0	219.5	0.0	164.62	236.09
9203	Whisky	EU	8277.0	RE_2023_8277	123.0	228.76	0	228.76	0.0	171.57	246.05
5998	Whisky	Asien	5072.0	RE_2023_5072	270.0	89.97	0	89.97	0.0	67.48	96.77
1976	Whisky	USA	1050.0	RE_2023_1050	285.0	218.87	0	218.87	0.0	164.15	235.42
4833	Wein	EU	3907.0	RE_2023_3907	168.0	191.42	0	191.42	0.0	143.56	205.89
1986	Whisky	EU	1060.0	RE_2023_1060	80.0	149.18	5	149.18	-7.460000000000008	111.88	152.43
7690	Wein	USA	6764.0	RE_2023_6764	205.0	206.94	0	206.94	0.0	155.2	222.58
2566	Wein	Asien	1640.0	RE_2023_1640	203.0	150.92	0	150.92	0.0	113.19	162.33
6484	Wein	EU	5558.0	RE_2023_5558	232.0	160.77	0	160.77	0.0	120.58	172.92
2122	Whisky	EU	1196.0	RE_2023_1196	280.0	180.27	0	180.27	0.0	135.2	193.9
3470	Whisky	EU	2544.0	RE_2023_2544	258.0	213.71	0	213.71	0.0	160.28	229.87
7293	Whisky	USA	6367.0	RE_2023_6367	81.0	122.08	5	122.08	-6.099999999999994	91.56	124.75
6071	Whisky	USA	5145.0	RE_2023_5145	246.0	90.72	0	90.72	0.0	68.04	97.58
4141	Whisky	EU	3215.0	RE_2023_3215	239.0	100.3	0	100.3	0.0	75.22	107.88
6355	Champagner	EU	5429.0	RE_2023_5429	212.0	168.3	5	168.3	-8.410000000000025	126.22	171.98
10035	Whisky	EU	9109.0	RE_2023_9109	124.0	203.86	10	203.86	-20.390000000000015	152.9	197.34
6415	Whisky	Asien	5489.0	RE_2023_5489	107.0	182.01	0	182.01	0.0	136.51	195.77
5277	Wein	EU	4351.0	RE_2023_4351	226.0	115.08	0	115.08	0.0	86.31	123.78
245	Wein	USA	7445.0	RE_2023_7445	291.0	213.38	5	213.38	-9.940000000000026	160.04	218.03
2598	Champagner	Asien	1672.0	RE_2023_1672	184.0	88.47	0	88.47	0.0	66.35	95.16
5120	Rum	Asien	4194.0	RE_2023_4194	254.0	177.26	5	177.26	-8.859999999999985	132.94	181.13
10207	Whisky	EU	9281.0	RE_2023_9281	277.0	200.67	0	200.67	0.0	150.5	215.84
6672	Wein	USA	5746.0	RE_2023_5746	243.0	199.52	0	199.52	0.0	149.64	214.6
1307	Whisky	EU	381.0	RE_2023_381	264.0	221.65	0	221.65	0.0	166.24	238.41
6001	Whisky	EU	5075.0	RE_2023_5075	55.0	164.23	0	164.23	0.0	123.17	176.65
1970	Wein	EU	1044.0	RE_2023_1044	135.0	200.89	0	200.89	0.0	150.67	216.08
7398	Whisky	EU	6472.0	RE_2023_6472	259.0	205.87	0	205.87	0.0	154.4	221.43
5210	Wein	USA	4284.0	RE_2023_4284	50.0	218.47	0	218.47	0.0	163.85	234.99
1854	Whisky	Asien	928.0	RE_2023_928	40.0	176.32	0	176.32	0.0	132.24	189.65
5749	Whisky	EU	4823.0	RE_2023_4823	269.0	185.34	0	185.34	0.0	139.0	199.35
4589	Whisky	Asien	3663.0	RE_2023_3663	72.0	174.94	5	174.94	-8.75	131.2	178.75
2282	Whisky	USA	1356.0	RE_2023_1356	54.0	202.54	0	202.54	0.0	151.9	217.85
323	Wein	Asien	346.0	RE_2023_346	234.0	167.95	0	167.95	0.0	125.96	180.65
4402	Whisky	USA	3476.0	RE_2023_3476	1.0	203.46	0	203.46	0.0	152.6	218.84
126	Rum	USA	2090.0	RE_2023_2090	176.0	221.92	10	221.92	-20.680000000000007	166.44	214.83
6738	Champagner	USA	5812.0	RE_2023_5812	126.0	97.58	0	97.58	0.0	73.18	104.96
2576	Whisky	Asien	1650.0	RE_2023_1650	215.0	195.73	0	195.73	0.0	146.8	210.53
4592	Whisky	USA	3666.0	RE_2023_3666	78.0	207.99	0	207.99	0.0	155.99	223.71
2855	Whisky	EU	1929.0	RE_2023_1929	74.0	173.36	0	173.36	0.0	130.02	186.47
5626	Rum	USA	4700.0	RE_2023_4700	284.0	175.11	0	175.11	0.0	131.33	188.35
4244	Whisky	EU	3318.0	RE_2023_3318	248.0	150.75	0	150.75	0.0	113.06	162.15
3876	Champagner	EU	2950.0	RE_2023_2950	116.0	92.72	0	92.72	0.0	69.54	99.73
2214	Wein	Asien	1288.0	RE_2023_1288	255.0	111.31	0	111.31	0.0	83.48	119.73
254	Wein	EU	7850.0	RE_2023_7850	143.0	188.17	0	188.17	0.0	141.13	202.4
9405	Wein	USA	8479.0	RE_2023_8479	98.0	185.27	0	185.27	0.0	138.95	199.28
6188	Whisky	EU	5262.0	RE_2023_5262	222.0	185.31	0	185.31	0.0	138.98	199.32
1792	Whisky	EU	866.0	RE_2023_866	74.0	115.73	0	115.73	0.0	86.8	124.48
1450	Whisky	EU	524.0	RE_2023_524	60.0	152.96	0	152.96	0.0	114.72	164.52
7044	Wein	EU	6118.0	RE_2023_6118	296.0	110.45	0	110.45	0.0	82.84	118.8
703	Whisky	Asien	6426.0	RE_2023_6426	25.0	169.59	0	169.59	0.0	127.19	182.41
8405	Wein	EU	7479.0	RE_2023_7479	81.0	191.21	0	191.21	0.0	143.41	205.67
1495	Whisky	EU	569.0	RE_2023_569	162.0	102.33	0	102.33	0.0	76.75	110.07
9897	Wein	Asien	8971.0	RE_2023_8971	170.0	96.48	5	96.48	-4.820000000000007	72.36	98.59
8129	Wein	USA	7203.0	RE_2023_7203	36.0	217.75	0	217.75	0.0	163.31	234.21
7077	Whisky	Asien	6151.0	RE_2023_6151	88.0	97.24	0	97.24	0.0	72.93	104.59
10395	Champagner	USA	9469.0	RE_2023_9469	131.0	123.87	0	123.87	0.0	92.9	133.23
2380	Whisky	USA	1454.0	RE_2023_1454	256.0	224.48	5	224.48	-11.219999999999999	168.36	229.38
7954	Whisky	EU	7028.0	RE_2023_7028	229.0	115.32	0	115.32	0.0	86.49	124.04
1553	Whisky	EU	627.0	RE_2023_627	178.0	171.28	5	171.28	-8.560000000000002	128.46	175.02
2863	Whisky	USA	1937.0	RE_2023_1937	205.0	179.56	0	179.56	0.0	134.67	193.13
5811	Whisky	EU	4885.0	RE_2023_4885	137.0	164.44	5	164.44	-8.219999999999999	123.33	168.03
10500	Rum	EU	9574.0	RE_2023_9574	287.0	146.63	0	146.63	0.0	109.97	157.72
10592	Whisky	USA	9666.0	RE_2023_9666	61.0	92.4	0	92.4	0.0	69.3	99.39
8162	Wein	USA	7236.0	RE_2023_7236	79.0	188.86	0	188.86	0.0	141.65	203.14
7023	Champagner	EU	6097.0	RE_2023_6097	148.0	178.53	0	178.53	0.0	133.9	192.03
5390	Wein	USA	4464.0	RE_2023_4464	45.0	121.13	5	121.13	-6.060000000000002	90.85	123.77
8375	Whisky	EU	7449.0	RE_2023_7449	30.0	193.89	0	193.89	0.0	145.42	208.55
6685	Champagner	USA	5759.0	RE_2023_5759	202.0	106.23	0	106.23	0.0	79.67	114.26
1789	Wein	USA	863.0	RE_2023_863	107.0	187.81	0	187.81	0.0	140.86	202.01
9716	Whisky	EU	8790.0	RE_2023_8790	212.0	193.9	0	193.9	0.0	145.43	208.56
3041	Whisky	USA	2115.0	RE_2023_2115	24.0	216.62	0	216.62	0.0	162.46	233.0
9839	Wein	USA	8913.0	RE_2023_8913	158.0	83.92	0	83.92	0.0	62.94	90.26
3846	Whisky	EU	2920.0	RE_2023_2920	286.0	114.16	0	114.16	0.0	85.62	122.79
4726	Champagner	USA	3800.0	RE_2023_3800	21.0	86.6	0	86.6	0.0	64.95	93.15
6950	Wein	USA	6024.0	RE_2023_6024	136.0	134.04	10	134.04	-13.399999999999991	100.53	129.76
3189	Wein	USA	2263.0	RE_2023_2263	6.0	89.01	0	89.01	0.0	66.76	95.74
7124	Whisky	Asien	6198.0	RE_2023_6198	266.0	116.51	0	116.51	0.0	87.38	125.32
6198	Whisky	EU	5272.0	RE_2023_5272	267.0	170.6	5	170.6	-8.530000000000001	127.95	174.32
467	Champagner	EU	2650.0	RE_2023_2650	60.0	198.05	0	198.05	0.0	148.54	213.02
3959	Champagner	Asien	3033.0	RE_2023_3033	29.0	175.27	0	175.27	0.0	131.45	188.52
9433	Wein	EU	8507.0	RE_2023_8507	10.0	105.4	0	105.4	0.0	79.05	113.37
8912	Champagner	Asien	7986.0	RE_2023_7986	196.0	92.7	5	92.7	-4.640000000000001	69.53	94.72
7241	Whisky	EU	6315.0	RE_2023_6315	88.0	83.1	0	83.1	0.0	62.32	89.38
2624	Whisky	EU	1698.0	RE_2023_1698	13.0	215.31	0	215.31	0.0	161.48	231.59
2426	Whisky	EU	1500.0	RE_2023_1500	272.0	218.28	0	218.28	0.0	163.71	234.78
7205	Wein	Asien	6279.0	RE_2023_6279	58.0	191.21	0	191.21	0.0	143.41	205.67
9885	Whisky	EU	8959.0	RE_2023_8959	85.0	136.57	0	136.57	0.0	102.43	146.89
2184	Whisky	EU	1258.0	RE_2023_1258	215.0	188.79	5	188.79	-9.439999999999998	141.59	192.91
10384	Whisky	USA	9458.0	RE_2023_9458	17.0	214.48	0	214.48	0.0	160.86	230.69
251	Wein	USA	7715.0	RE_2023_7715	52.0	191.38	0	191.38	0.0	143.54	205.85
2522	Whisky	Asien	1596.0	RE_2023_1596	162.0	93.95	5	93.95	-4.700000000000003	70.46	96.0
1936	Whisky	Asien	1010.0	RE_2023_1010	21.0	198.74	0	198.74	0.0	149.06	213.76
881	Whisky	EU	9274.0	RE_2023_9274	159.0	124.47	0	124.47	0.0	93.35	133.88
7195	Whisky	EU	6269.0	RE_2023_6269	87.0	143.07	0	143.07	0.0	107.3	153.89
9710	Wein	USA	8784.0	RE_2023_8784	158.0	152.83	0	152.83	0.0	114.62	164.38
2319	Wein	USA	1393.0	RE_2023_1393	254.0	218.63	5	218.63	-10.930000000000007	163.97	223.4
7127	Wein	EU	6201.0	RE_2023_6201	127.0	128.66	5	128.66	-6.429999999999993	96.5	131.47
5594	Whisky	EU	4668.0	RE_2023_4668	184.0	104.76	0	104.76	0.0	78.57	112.68
7463	Whisky	EU	6537.0	RE_2023_6537	242.0	159.58	0	159.58	0.0	119.68	171.64
9176	Wein	USA	8250.0	RE_2023_8250	134.0	150.58	5	150.58	-7.530000000000001	112.94	153.86
8353	Whisky	EU	7427.0	RE_2023_7427	21.0	128.66	0	128.66	0.0	96.5	138.39
7683	Whisky	EU	6757.0	RE_2023_6757	175.0	173.25	0	173.25	0.0	129.94	186.35
3757	Whisky	USA	2831.0	RE_2023_2831	250.0	151.62	0	151.62	0.0	113.72	163.08
4736	Wein	EU	3810.0	RE_2023_3810	24.0	109.53	0	109.53	0.0	82.15	117.81
5005	Rum	USA	4079.0	RE_2023_4079	124.0	203.02	5	203.02	-10.150000000000006	152.27	207.45
1444	Whisky	USA	518.0	RE_2023_518	282.0	211.67	0	211.67	0.0	158.75	227.67
9794	Rum	Asien	8868.0	RE_2023_8868	121.0	111.68	0	111.68	0.0	83.76	120.12
5808	Whisky	EU	4882.0	RE_2023_4882	293.0	180.64	0	180.64	0.0	135.48	194.3
8730	Whisky	Asien	7804.0	RE_2023_7804	1.0	123.38	5	123.38	-6.170000000000002	92.54	126.07
7178	Champagner	USA	6252.0	RE_2023_6252	277.0	169.09	0	169.09	0.0	126.82	181.87
1398	Whisky	EU	472.0	RE_2023_472	220.0	225.84	0	225.84	0.0	169.38	242.91
5861	Whisky	EU	4935.0	RE_2023_4935	93.0	212.53	5	212.53	-10.629999999999995	159.4	217.16
7292	Champagner	EU	6366.0	RE_2023_6366	191.0	190.69	0	190.69	0.0	143.02	205.11
10917	Wein	EU	9991.0	RE_2023_9991	225.0	138.06	0	138.06	0.0	103.54	148.5
10638	Rum	EU	9712.0	RE_2023_9712	109.0	99.51	0	99.51	0.0	74.63	107.03
9572	Whisky	EU	8646.0	RE_2023_8646	252.0	143.15	0	143.15	0.0	107.36	153.97
4872	Wein	Asien	3946.0	RE_2023_3946	247.0	149.36	0	149.36	0.0	112.02	160.65
10448	Whisky	EU	9522.0	RE_2023_9522	144.0	107.79	0	107.79	0.0	80.84	115.94
10314	Wein	USA	9388.0	RE_2023_9388	70.0	149.56	0	149.56	0.0	112.17	160.87
10294	Whisky	USA	9368.0	RE_2023_9368	60.0	112.5	0	112.5	0.0	84.38	121.0
2652	Whisky	USA	1726.0	RE_2023_1726	284.0	96.03	0	96.03	0.0	72.02	103.29
9529	Wein	USA	8603.0	RE_2023_8603	80.0	96.55	5	96.55	-4.829999999999998	72.41	98.65
4773	Whisky	Asien	3847.0	RE_2023_3847	158.0	99.95	0	99.95	0.0	74.96	107.51
4980	Champagner	USA	4054.0	RE_2023_4054	280.0	103.93	0	103.93	0.0	77.95	111.79
